Land Use,Property Address,Sale Date,Sale Price,Acreage,Neighborhood,Land Value,Building Value,Total Value,Finished Area,Foundation Type,Year Built,Exterior Wall,Grade,Bedrooms,Full Bath,Half Bath,SaleDT
SINGLE FAMILY,1335  GREENLAND AVE,2014-02-14,399900.0,0.16,7328,30000.0,416600.0,446600.0,2593.0,FULL BSMT,2014.0,FRAME,B   ,4.0,3.0,0.0,2014-02-14
SINGLE FAMILY,1335  MCALPINE AVE,2015-12-21,150000.0,0.72,7328,44000.0,0.0,44000.0,,,,,,,,,2015-12-21
SINGLE FAMILY,1335  OTAY ST,2015-09-30,140000.0,0.27,3627,25000.0,38000.0,63000.0,624.0,CRAWL,1940.0,FRAME,D   ,2.0,1.0,0.0,2015-09-30
SINGLE FAMILY,1335 APENNOCK  AVE,2016-07-22,359900.0,0.1,3426,10500.0,262100.0,272600.0,2014.0,CRAWL,2016.0,FRAME,B   ,4.0,2.0,1.0,2016-07-22
SINGLE FAMILY,1335 OTTER CREEK  RD,2016-10-07,490000.0,1.5,9226,315000.0,137200.0,452200.0,3691.20007,FULL BSMT,1966.0,BRICK/FRAME,B   ,4.0,3.0,0.0,2016-10-07
SINGLE FAMILY,1336 A  STAINBACK AVE,2015-12-21,315000.0,0.1,3426,10500.0,240500.0,251000.0,1824.0,CRAWL,2015.0,FRAME,B   ,3.0,3.0,0.0,2015-12-21
SINGLE FAMILY,1336 B  STAINBACK AVE,2016-01-29,315000.0,0.1,3426,10500.0,240500.0,251000.0,1824.0,CRAWL,2015.0,FRAME,B   ,3.0,3.0,0.0,2016-01-29
SINGLE FAMILY,1336 C  STAINBACK AVE,2015-11-30,315000.0,0.1,3426,10500.0,240500.0,254600.0,1824.0,CRAWL,2015.0,FRAME,B   ,3.0,3.0,0.0,2015-11-30
SINGLE FAMILY,1337  MERIDIAN ST,2015-04-16,275000.0,0.2,3426,15000.0,176800.0,201100.0,2021.32001,PT BSMT,1940.0,BRICK,C   ,4.0,2.0,0.0,2015-04-16
SINGLE FAMILY,1337  PENNOCK AVE,2015-03-23,132000.0,0.2,3426,15000.0,182800.0,197800.0,1944.0,PT BSMT,1930.0,FRAME,C   ,3.0,2.0,1.0,2015-03-23
SINGLE FAMILY,1337 PENNOCK  AVE,2016-06-07,349900.0,0.2,3426,15000.0,182800.0,197800.0,1944.0,PT BSMT,1930.0,FRAME,C   ,3.0,2.0,1.0,2016-06-07
SINGLE FAMILY,1338  BURTON VALLEY RD,2014-07-31,440000.0,1.37,3728,245000.0,123700.0,368700.0,2338.0,PT BSMT,1960.0,BRICK,B   ,3.0,2.0,0.0,2014-07-31
SINGLE FAMILY,1338  DALEMERE DR,2013-12-06,169900.0,1.28,6828,40000.0,132500.0,184300.0,2498.0,CRAWL,1971.0,BRICK,C   ,3.0,2.0,0.0,2013-12-06
SINGLE FAMILY,1338  STAINBACK AVE,2016-03-31,210000.0,0.2,3426,15000.0,181600.0,198600.0,1833.5,CRAWL,1940.0,BRICK,C   ,4.0,2.0,0.0,2016-03-31
SINGLE FAMILY,134  40TH AVE N,2013-06-07,295000.0,0.27,2526,165000.0,96700.0,262000.0,992.0,FULL BSMT,1950.0,BRICK,C   ,4.0,2.0,0.0,2013-06-07
SINGLE FAMILY,134  51ST AVE N,2014-06-23,785000.0,0.22,2526,150000.0,494900.0,680500.0,3456.0,CRAWL,2014.0,BRICK,B   ,4.0,3.0,1.0,2014-06-23
SINGLE FAMILY,134  ALTON RD,2015-04-06,619900.0,0.44,4327,295000.0,164200.0,459200.0,2532.0,CRAWL,1951.0,BRICK,C   ,3.0,2.0,0.0,2015-04-06
SINGLE FAMILY,134  BUCKINGHAM CT,2015-06-05,168000.0,0.13,9328,26000.0,112000.0,138000.0,1624.0,CRAWL,1992.0,BRICK/FRAME,C   ,3.0,2.0,1.0,2015-06-05
SINGLE FAMILY,134  DONALD ST,2014-03-04,104600.0,0.44,4832,20000.0,92500.0,112500.0,1282.0,FULL BSMT,1954.0,BRICK,C   ,3.0,2.0,0.0,2014-03-04
SINGLE FAMILY,134  HAMBLEN AVE,2014-05-30,45000.0,0.12,6231,12000.0,56900.0,68900.0,884.0,CRAWL,1930.0,FRAME,D   ,3.0,1.0,0.0,2014-05-30
SINGLE FAMILY,134  HARDAWAY DR,2013-04-08,115000.0,0.39,9327,25000.0,65900.0,97900.0,1188.0,CRAWL,1964.0,BRICK/FRAME,C   ,3.0,1.0,0.0,2013-04-08
SINGLE FAMILY,134  MARIE ST,2015-04-09,222000.0,0.16,3426,15000.0,141800.0,156800.0,1563.0,CRAWL,1938.0,FRAME,C   ,4.0,2.0,0.0,2015-04-09
SINGLE FAMILY,134  TAGGART AVE,2013-05-28,585000.0,0.49,4327,295000.0,156000.0,451000.0,2578.5,CRAWL,1950.0,BRICK,C   ,3.0,2.0,0.0,2013-05-28
SINGLE FAMILY,134  VAUGHNS GAP RD,2015-06-08,1275000.0,6.77,4430,337500.0,671200.0,1008700.0,6618.79517,PT BSMT,1960.0,BRICK,X   ,4.0,4.0,1.0,2015-06-08
SINGLE FAMILY,134  WOODMONT BLVD,2015-05-12,468500.0,0.23,3227,190000.0,209600.0,406700.0,2036.0,FULL BSMT,1925.0,BRICK,C   ,3.0,1.0,0.0,2015-05-12
SINGLE FAMILY,134 SPRING VALLEY  RD,2016-10-17,395000.0,0.56,4130,40000.0,126400.0,169900.0,1234.0,FULL BSMT,1945.0,BRICK,C   ,2.0,1.0,0.0,2016-10-17
SINGLE FAMILY,1340  GREENLAND AVE,2013-07-26,220000.0,0.17,7328,30000.0,179400.0,209400.0,1599.0,CRAWL,1943.0,BRICK,C   ,3.0,3.0,0.0,2013-07-26
SINGLE FAMILY,1340  LISCHEY AVE,2016-03-11,183000.0,0.1,3426,10500.0,46500.0,57000.0,1008.0,CRAWL,1932.0,FRAME,C   ,2.0,1.0,0.0,2016-03-11
SINGLE FAMILY,1340  MCALPINE AVE,2014-08-15,229000.0,0.2,7328,30000.0,147500.0,177500.0,1179.0,CRAWL,1946.0,BRICK,C   ,3.0,2.0,0.0,2014-08-15
SINGLE FAMILY,1341 CHEYENNE  BLVD,2016-06-08,202300.0,0.5,6926,27000.0,125700.0,152700.0,1425.0,CRAWL,1970.0,BRICK,C   ,3.0,2.0,0.0,2016-06-08
SINGLE FAMILY,1342  CARDINAL AVE,2014-05-09,208000.0,0.2,7328,30000.0,106100.0,136100.0,1440.0,CRAWL,1952.0,BRICK,C   ,3.0,1.0,0.0,2014-05-09
SINGLE FAMILY,1342  GREENLAND AVE,2014-03-25,189000.0,0.36,7328,37000.0,125900.0,168600.0,1232.0,CRAWL,1947.0,FRAME,C   ,2.0,1.0,0.0,2014-03-25
SINGLE FAMILY,1343  GREENLAND AVE,2015-12-21,499900.0,0.3,7328,37000.0,354100.0,391100.0,2385.0,PT BSMT,1942.0,BRICK,C   ,4.0,3.0,0.0,2015-12-21
SINGLE FAMILY,1343 BURTON VALLEY  RD,2016-09-30,700000.0,1.03,3728,245000.0,168100.0,413100.0,3135.0,PT BSMT,1960.0,BRICK,B   ,4.0,2.0,0.0,2016-09-30
SINGLE FAMILY,1345  KENWOOD DR,2015-07-31,260000.0,1.04,7327,67500.0,187900.0,255400.0,2297.0,CRAWL,1947.0,BRICK,B   ,4.0,2.0,0.0,2015-07-31
SINGLE FAMILY,1345  PAWNEE TRL,2015-06-04,234000.0,0.59,6926,45000.0,123600.0,168600.0,1323.0,CRAWL,1948.0,FRAME/STONE,C   ,2.0,2.0,0.0,2015-06-04
SINGLE FAMILY,1345 CHESHIRE  DR,2016-08-23,171475.0,1.15,6829,28000.0,88800.0,116800.0,1411.0,CRAWL,1959.0,BRICK,C   ,3.0,2.0,0.0,2016-08-23
SINGLE FAMILY,1345 PENNOCK  AVE,2016-08-05,314500.0,0.2,3426,15000.0,136300.0,159000.0,1516.5,PT BSMT,1930.0,BRICK,C   ,3.0,2.0,0.0,2016-08-05
SINGLE FAMILY,135  46TH AVE N,2014-03-05,296000.0,0.17,2526,150000.0,125500.0,275500.0,1135.0,FULL BSMT,1938.0,BRICK,C   ,2.0,1.0,1.0,2014-03-05
SINGLE FAMILY,135  BONNABROOK DR,2015-03-31,118500.0,0.29,6233,21000.0,100800.0,121800.0,1475.0,CRAWL,1960.0,BRICK,C   ,3.0,1.0,1.0,2015-03-31
SINGLE FAMILY,135  GORDON TER,2015-11-30,210000.0,0.43,4832,20000.0,71400.0,92800.0,1179.0,CRAWL,1950.0,BRICK,C   ,2.0,1.0,0.0,2015-11-30
SINGLE FAMILY,135  HARDAWAY DR,2015-08-28,130000.0,0.3,9327,25000.0,83800.0,110000.0,1562.0,CRAWL,1964.0,BRICK,C   ,3.0,1.0,1.0,2015-08-28
SINGLE FAMILY,135  KENNER AVE,2016-03-22,599900.0,0.23,3227,190000.0,131300.0,326500.0,1346.0,CRAWL,1925.0,BRICK,C   ,3.0,1.0,0.0,2016-03-22
SINGLE FAMILY,135  MARIE ST,2015-08-21,364000.0,0.33,3426,15000.0,341900.0,377200.0,2752.0,CRAWL,2015.0,FRAME,B   ,3.0,2.0,1.0,2015-08-21
SINGLE FAMILY,135 DEMOSS  RD,2016-06-02,199900.0,0.16,3330,35000.0,0.0,35000.0,,,,,,,,,2016-06-02
SINGLE FAMILY,1352  LOVE JOY CT,2013-05-30,145000.0,0.18,7328,37000.0,84100.0,121100.0,1096.0,CRAWL,1989.0,BRICK,C   ,3.0,1.0,1.0,2013-05-30
SINGLE FAMILY,1354 ROSEDALE  CT,2016-10-07,150000.0,0.16,3426,15000.0,84700.0,99700.0,1476.0,CRAWL,1966.0,BRICK,C   ,3.0,1.0,1.0,2016-10-07
SINGLE FAMILY,1355  CARDINAL AVE,2016-03-16,257000.0,0.26,7328,37000.0,195600.0,232600.0,2073.59998,FULL BSMT,1951.0,BRICK,C   ,2.0,1.0,1.0,2016-03-16
SINGLE FAMILY,1355  GREENLAND AVE,2013-09-13,159000.0,0.2,7328,30000.0,128800.0,158800.0,1320.0,FULL BSMT,1960.0,BRICK,C   ,2.0,1.0,0.0,2013-09-13
SINGLE FAMILY,1359  GREENLAND AVE,2014-02-14,230000.0,0.2,7328,30000.0,175500.0,205500.0,1843.20001,FULL BSMT,1949.0,FRAME,C   ,3.0,2.0,0.0,2014-02-14
SINGLE FAMILY,136  37TH AVE N,2014-12-02,267000.0,0.39,2526,148500.0,65800.0,214300.0,780.0,CRAWL,1950.0,FRAME,C   ,2.0,1.0,0.0,2014-12-02
SINGLE FAMILY,136  BROOKFIELD AVE,2014-04-24,464000.0,0.47,4327,295000.0,269900.0,587700.0,3406.5,CRAWL,1952.0,BRICK,C   ,3.0,2.0,1.0,2014-04-24
SINGLE FAMILY,136  BUCKINGHAM CT,2013-05-10,120000.0,0.13,9328,26000.0,95400.0,121400.0,1334.0,CRAWL,1988.0,FRAME,C   ,3.0,2.0,0.0,2013-05-10
SINGLE FAMILY,136  CLEARLAKE DR E,2015-05-14,165400.0,0.27,6026,27000.0,107100.0,135700.0,2422.0,CRAWL,1972.0,BRICK/FRAME,C   ,3.0,3.0,0.0,2015-05-14
SINGLE FAMILY,136  DODGE DR,2015-10-15,173000.0,0.32,3132,18000.0,72600.0,90600.0,975.0,CRAWL,1956.0,BRICK,C   ,2.0,1.0,0.0,2015-10-15
SINGLE FAMILY,136  LANIER DR,2014-08-08,55000.0,0.25,6927,16000.0,50600.0,66600.0,814.0,CRAWL,1945.0,FRAME,C   ,2.0,1.0,0.0,2014-08-08
SINGLE FAMILY,136  LUCILE ST,2014-12-02,175000.0,0.17,3426,15000.0,151800.0,166800.0,1004.0,CRAWL,2014.0,FRAME,B   ,2.0,2.0,0.0,2014-12-02
SINGLE FAMILY,136  MARIE ST,2015-09-16,359000.0,0.14,3426,15000.0,293600.0,308600.0,2250.0,CRAWL,2015.0,FRAME,B   ,3.0,3.0,1.0,2015-09-16
SINGLE FAMILY,136  TWO MILE PIKE,2015-06-01,133000.0,0.65,9326,28100.0,114300.0,152900.0,1620.0,PT BSMT,1941.0,BRICK,C   ,3.0,2.0,0.0,2015-06-01
SINGLE FAMILY,136 LUNA  DR,2016-09-12,153000.0,0.3,3930,18000.0,83200.0,101200.0,1640.0,SLAB,1967.0,BRICK,C   ,3.0,1.0,1.0,2016-09-12
SINGLE FAMILY,136 SPRING VALLEY  RD,2016-10-14,129900.0,0.93,4130,40000.0,207800.0,247800.0,2738.23999,PT BSMT,1945.0,BRICK,C   ,5.0,2.0,0.0,2016-10-14
SINGLE FAMILY,137  ALTON RD,2014-09-08,1035000.0,0.46,4327,295000.0,763300.0,1060900.0,4460.29998,FULL BSMT,2005.0,BRICK,X   ,4.0,4.0,1.0,2014-09-08
SINGLE FAMILY,137  DEKEWOOD DR,2015-12-08,370000.0,0.47,4356,90000.0,265400.0,379600.0,4084.0,PT BSMT,1985.0,BRICK,A   ,4.0,4.0,0.0,2015-12-08
SINGLE FAMILY,137  DODGE DR,2015-09-17,199900.0,0.27,3132,18000.0,86300.0,104300.0,1600.0,CRAWL,1956.0,BRICK,C   ,2.0,1.0,0.0,2015-09-17
SINGLE FAMILY,137  HARDAWAY DR,2015-12-30,150000.0,0.32,9327,25000.0,75500.0,102800.0,1250.0,CRAWL,1964.0,BRICK,C   ,3.0,1.0,1.0,2015-12-30
SINGLE FAMILY,137  ISLANDIA DR,2015-05-22,161000.0,0.29,6026,27000.0,101800.0,128800.0,1772.0,CRAWL,1976.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2015-05-22
SINGLE FAMILY,137  SCENIC VIEW RD,2015-07-29,123000.0,0.27,6226,17000.0,82900.0,99900.0,1069.0,CRAWL,1959.0,BRICK,C   ,3.0,1.0,0.0,2015-07-29
SINGLE FAMILY,137  WHITE BRIDGE PIKE,2015-09-11,345000.0,0.39,3332,65000.0,205400.0,292300.0,1676.0,CRAWL,1948.0,BRICK,B   ,4.0,2.0,0.0,2015-09-11
SINGLE FAMILY,137 CARRIAGE  DR,2016-07-15,255500.0,0.41,6733,34000.0,142400.0,183200.0,1750.0,SLAB,1969.0,BRICK,C   ,3.0,2.0,0.0,2016-07-15
SINGLE FAMILY,137 RAINS  AVE,2016-10-03,250000.0,0.24,3127,45000.0,148200.0,193200.0,1326.0,CRAWL,1998.0,FRAME,C   ,4.0,2.0,0.0,2016-10-03
SINGLE FAMILY,138  40TH AVE N,2015-06-01,749000.0,0.27,2526,165000.0,527400.0,692400.0,4546.55005,FULL BSMT,2013.0,FRAME,B   ,3.0,3.0,0.0,2015-06-01
SINGLE FAMILY,138  51ST AVE N,2013-05-31,250000.0,0.19,2526,150000.0,430300.0,609300.0,3176.0,CRAWL,2013.0,FRAME,B   ,4.0,3.0,1.0,2013-05-31
SINGLE FAMILY,138  ALTON RD,2013-11-15,550000.0,0.44,4327,295000.0,178700.0,473700.0,2476.0,CRAWL,1951.0,BRICK,C   ,3.0,2.0,0.0,2013-11-15
SINGLE FAMILY,138  BROOKFIELD AVE,2015-08-28,1125000.0,0.46,4327,295000.0,681500.0,976500.0,5088.5,CRAWL,2005.0,BRICK/FRAME,A   ,4.0,3.0,1.0,2015-08-28
SINGLE FAMILY,138  DODGE DR,2014-11-20,100000.0,0.6,3132,18000.0,58600.0,76600.0,975.0,CRAWL,1956.0,BRICK,C   ,2.0,1.0,0.0,2014-11-20
SINGLE FAMILY,138  HEADY DR,2015-05-19,1275000.0,0.48,4327,295000.0,902500.0,1197500.0,5321.0,CRAWL,2015.0,FRAME,X   ,4.0,4.0,2.0,2015-05-19
SINGLE FAMILY,138  LUCILE ST,2015-10-14,60000.0,0.17,3426,15000.0,2300.0,17300.0,463.0,CRAWL,1946.0,FRAME,E   ,1.0,1.0,0.0,2015-10-14
SINGLE FAMILY,138  SPRING VALLEY RD,2014-07-15,175000.0,1.99,4130,45400.0,114500.0,159900.0,1599.0,FULL BSMT,1937.0,FRAME,C   ,2.0,1.0,1.0,2014-07-15
SINGLE FAMILY,138 CARRIAGE  DR,2016-09-14,263000.0,0.29,6733,34000.0,127600.0,161600.0,1632.0,CRAWL,1969.0,BRICK,C   ,3.0,2.0,0.0,2016-09-14
SINGLE FAMILY,138 HAMBLEN  AVE,2016-05-16,129900.0,0.16,6231,12000.0,102000.0,116400.0,1188.0,CRAWL,1930.0,FRAME,D   ,3.0,1.0,0.0,2016-05-16
SINGLE FAMILY,1381  LA BOLDI AVE,2013-07-03,177500.0,2.2,6828,48800.0,120700.0,172800.0,2243.19995,CRAWL,1977.0,BRICK,B   ,4.0,2.0,0.0,2013-07-03
SINGLE FAMILY,1384  BELLSHIRE TERRACE DR,2014-08-21,120000.0,0.41,6829,20000.0,105400.0,125400.0,1780.0,CRAWL,1988.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2014-08-21
SINGLE FAMILY,1386  FLORENCE AVE,2013-09-10,64900.0,0.15,6950,15300.0,81600.0,97900.0,1031.0,CRAWL,1983.0,FRAME,C   ,3.0,1.0,1.0,2013-09-10
SINGLE FAMILY,139  46TH AVE N,2013-08-06,252000.0,0.15,2526,150000.0,108500.0,258800.0,960.0,FULL BSMT,1932.0,FRAME,C   ,2.0,1.0,0.0,2013-08-06
SINGLE FAMILY,139  ANTON DR,2014-08-29,183000.0,0.89,3927,21000.0,113400.0,134400.0,1584.0,FULL BSMT,1962.0,BRICK,C   ,3.0,2.0,0.0,2014-08-29
SINGLE FAMILY,139  BONNAFIELD DR,2014-08-08,130800.0,0.28,6233,21000.0,98100.0,119100.0,1428.0,FULL BSMT,1965.0,BRICK,C   ,2.0,2.0,0.0,2014-08-08
SINGLE FAMILY,139  BROOKFIELD AVE,2014-09-25,925000.0,0.44,4327,295000.0,395600.0,690600.0,3985.70001,PT BSMT,1949.0,BRICK,B   ,4.0,3.0,1.0,2014-09-25
SINGLE FAMILY,139  JACKSONIAN DR,2015-02-06,129900.0,0.36,6233,21000.0,92100.0,113100.0,1715.5,FULL BSMT,1965.0,BRICK,C   ,3.0,2.0,0.0,2015-02-06
SINGLE FAMILY,139  LAKE PARK DR,2013-08-30,190000.0,0.49,3131,25000.0,134900.0,174900.0,2406.68994,FULL BSMT,1963.0,BRICK,C   ,3.0,1.0,1.0,2013-08-30
SINGLE FAMILY,139  TWO MILE PIKE,2015-10-16,110000.0,0.18,9326,21100.0,37600.0,62000.0,840.0,CRAWL,1945.0,FRAME,D   ,2.0,1.0,0.0,2015-10-16
SINGLE FAMILY,140  COLEMONT CT,2013-07-31,105000.0,0.33,3929,24000.0,80400.0,104400.0,1196.0,CRAWL,1987.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2013-07-31
SINGLE FAMILY,140  HARDAWAY DR,2014-05-15,132900.0,0.39,9327,25000.0,78600.0,105100.0,1424.0,CRAWL,1964.0,BRICK,C   ,3.0,1.0,0.0,2014-05-15
SINGLE FAMILY,140  JACKSONIAN DR,2014-05-20,148000.0,0.64,6233,21000.0,92800.0,113800.0,1750.0,FULL BSMT,1965.0,BRICK/FRAME,C   ,3.0,1.0,1.0,2014-05-20
SINGLE FAMILY,140  WINDSOR DR,2015-01-09,725000.0,0.26,4328,290000.0,263700.0,553700.0,3019.97504,PT BSMT,1934.0,BRICK,C   ,4.0,2.0,2.0,2015-01-09
SINGLE FAMILY,140 PIEDMONT  AVE,2016-10-11,195000.0,0.16,7330,26000.0,60600.0,86600.0,768.0,CRAWL,1948.0,FRAME,D   ,2.0,1.0,0.0,2016-10-11
SINGLE FAMILY,1400  BURTON VALLEY RD,2014-01-24,435000.0,1.02,3728,245000.0,133700.0,378700.0,2487.44,FULL BSMT,1960.0,BRICK,B   ,3.0,3.0,0.0,2014-01-24
SINGLE FAMILY,1400  CARDINAL AVE,2015-05-06,195500.0,0.3,7328,37000.0,141800.0,178800.0,1314.0,CRAWL,1948.0,FRAME,C   ,2.0,1.0,0.0,2015-05-06
SINGLE FAMILY,1400  CLARKE ST,2014-05-29,170000.0,0.14,6226,27000.0,109600.0,137300.0,1383.0,PT BSMT,1933.0,FRAME,D   ,3.0,1.0,0.0,2014-05-29
SINGLE FAMILY,1400  DOUGLAS AVE,2013-06-14,390500.0,0.28,2726,49500.0,372200.0,421700.0,2891.5,PT BSMT,1899.0,FRAME,C   ,6.0,3.0,0.0,2013-06-14
SINGLE FAMILY,1400  FLORENCE AVE,2015-01-28,121708.0,0.13,6950,15300.0,92300.0,107600.0,954.0,CRAWL,1950.0,FRAME,C   ,2.0,2.0,0.0,2015-01-28
SINGLE FAMILY,1400  GRANDVIEW DR,2015-06-25,480000.0,0.34,3726,180000.0,184500.0,370900.0,2018.20001,PT BSMT,1948.0,STONE,C   ,3.0,2.0,0.0,2015-06-25
SINGLE FAMILY,1400  HARWOOD DR,2013-08-27,188900.0,0.42,3626,33800.0,118500.0,153800.0,1216.0,CRAWL,1950.0,BRICK,C   ,2.0,1.0,0.0,2013-08-27
SINGLE FAMILY,1400  HEMLOCK AVE,2014-04-02,155000.0,0.33,7329,45600.0,114900.0,160500.0,1441.72,FULL BSMT,1981.0,FRAME,C   ,3.0,1.0,1.0,2014-04-02
SINGLE FAMILY,1400  JEWEL ST,2015-11-19,180000.0,0.28,3426,15000.0,94700.0,109700.0,1104.0,CRAWL,1950.0,FRAME,C   ,3.0,1.0,0.0,2015-11-19
SINGLE FAMILY,1400  LINDEN AVE,2013-12-16,640000.0,0.19,2228,180000.0,280900.0,515600.0,2944.0,CRAWL,1920.0,BRICK,C   ,4.0,2.0,0.0,2013-12-16
SINGLE FAMILY,1400  LISCHEY AVE,2015-08-14,255000.0,0.26,3426,15000.0,112900.0,144700.0,1120.0,CRAWL,1930.0,FRAME,C   ,3.0,2.0,0.0,2015-08-14
SINGLE FAMILY,1400  MCKENNIE AVE,2014-07-28,253000.0,0.23,2726,60300.0,148200.0,208500.0,1651.0,CRAWL,1925.0,BRICK,C   ,3.0,1.0,0.0,2014-07-28
SINGLE FAMILY,1400  OVERTON ST,2013-08-15,201000.0,0.12,6226,27000.0,156200.0,183200.0,1744.2,PT BSMT,1931.0,FRAME,C   ,4.0,2.0,0.0,2013-08-15
SINGLE FAMILY,1400  RIVERSIDE RD,2016-03-24,315000.0,0.25,6226,78800.0,185700.0,271500.0,2345.60004,FULL BSMT,1929.0,FRAME,C   ,4.0,2.0,0.0,2016-03-24
SINGLE FAMILY,1400  STATION FOUR LN,2015-08-28,475000.0,0.49,4174,90000.0,347200.0,463700.0,3946.0,CRAWL,2005.0,BRICK,B   ,4.0,3.0,1.0,2015-08-28
SINGLE FAMILY,1400  WOODCHIMES CT,2014-08-11,150000.0,0.21,6229,22000.0,113500.0,135500.0,1684.79999,FULL BSMT,1987.0,FRAME,C   ,3.0,2.0,0.0,2014-08-11
SINGLE FAMILY,1400 HADLEY  AVE,2016-10-13,177000.0,0.32,6226,17000.0,106200.0,123200.0,1350.0,CRAWL,1952.0,BRICK,C   ,3.0,1.0,0.0,2016-10-13
SINGLE FAMILY,1400 HILDRETH  DR,2016-08-05,555000.0,1.14,3728,245000.0,161600.0,406600.0,3399.0,CRAWL,1961.0,BRICK,B   ,4.0,3.0,0.0,2016-08-05
SINGLE FAMILY,1400 OVERTON  ST,2016-05-16,263900.0,0.12,6226,27000.0,156200.0,183200.0,1744.2,PT BSMT,1931.0,FRAME,C   ,4.0,2.0,0.0,2016-05-16
SINGLE FAMILY,1401  BIRDSALL ST,2014-07-22,250000.0,0.11,6226,27000.0,174400.0,204300.0,1560.0,FULL BSMT,1924.0,FRAME,C   ,4.0,2.0,1.0,2014-07-22
SINGLE FAMILY,1401  CALVIN AVE,2013-11-22,340000.0,0.18,2326,85000.0,235600.0,327500.0,2296.79999,PT BSMT,1942.0,BRICK,C   ,4.0,2.0,0.0,2013-11-22
SINGLE FAMILY,1401  DEBOW ST,2014-05-21,85900.0,0.25,6226,17000.0,64200.0,81200.0,1066.0,PT BSMT,1930.0,FRAME,D   ,2.0,1.0,0.0,2014-05-21
SINGLE FAMILY,1401  DONELSON AVE,2013-07-02,139000.0,0.34,6226,17000.0,104700.0,125900.0,1691.45001,PT BSMT,1934.0,FRAME,D   ,3.0,2.0,,2013-07-02
SINGLE FAMILY,1401  DOUGLAS AVE,2013-08-09,485155.0,0.33,2726,49500.0,367900.0,417400.0,2974.0,CRAWL,1899.0,BRICK/FRAME,C   ,3.0,1.0,1.0,2013-08-09
SINGLE FAMILY,1401  ELKHORN PT,2014-03-06,124000.0,0.23,6031,25000.0,129200.0,154200.0,1747.0,CRAWL,1997.0,FRAME,C   ,3.0,2.0,0.0,2014-03-06
SINGLE FAMILY,1401  ELMWOOD AVE,2013-08-30,629000.0,0.21,2228,180000.0,598300.0,791200.0,3175.0,PT BSMT,1935.0,FRAME/STONE,B   ,4.0,3.0,0.0,2013-08-30
SINGLE FAMILY,1401  JONES AVE,2016-03-18,267000.0,0.25,3426,15000.0,148200.0,163400.0,1725.0,CRAWL,1936.0,FRAME,C   ,3.0,2.0,0.0,2016-03-18
SINGLE FAMILY,1401  LILLIAN ST,2015-09-30,235000.0,0.17,2326,85000.0,85500.0,173500.0,1014.0,CRAWL,1930.0,FRAME,C   ,2.0,1.0,0.0,2015-09-30
SINGLE FAMILY,1401  MCKENNIE AVE,2013-06-14,295000.0,0.2,2726,60300.0,191800.0,252100.0,1743.29999,PT BSMT,1919.0,FRAME,C   ,3.0,2.0,0.0,2013-06-14
SINGLE FAMILY,1401  ORDWAY PL,2014-01-30,400000.0,0.22,2326,85000.0,239400.0,324400.0,2173.5,FULL BSMT,1928.0,BRICK,C   ,4.0,2.0,0.0,2014-01-30
SINGLE FAMILY,1401  OVERTON ST,2013-11-26,218000.0,0.1,6226,27000.0,161700.0,203100.0,1800.0,FULL BSMT,1917.0,FRAME,C   ,4.0,1.0,0.0,2013-11-26
SINGLE FAMILY,1401  PARIS AVE,2015-12-22,440000.0,0.18,2228,180000.0,76200.0,260300.0,1002.0,CRAWL,1923.0,FRAME,C   ,3.0,1.0,0.0,2015-12-22
SINGLE FAMILY,1401  ROBERTS AVE,2015-10-02,200101.0,0.35,2726,66300.0,140200.0,206500.0,1805.0,CRAWL,1930.0,BRICK/FRAME,C   ,3.0,1.0,0.0,2015-10-02
SINGLE FAMILY,1401  STAINBACK AVE,2014-10-02,330000.0,0.24,3426,15000.0,285400.0,300400.0,2179.0,CRAWL,2014.0,FRAME,B   ,3.0,2.0,1.0,2014-10-02
SINGLE FAMILY,1401  WOODCHIMES CT,2015-06-08,145500.0,0.21,6229,22000.0,92000.0,114000.0,1173.0,CRAWL,1986.0,FRAME,C   ,3.0,2.0,0.0,2015-06-08
SINGLE FAMILY,1402  BERRY ST,2015-04-29,105000.0,0.09,6226,17000.0,84500.0,101500.0,1151.0,PT BSMT,1928.0,FRAME,D   ,3.0,1.0,0.0,2015-04-29
SINGLE FAMILY,1402  GRANDVIEW DR,2013-05-24,300000.0,0.17,3726,144000.0,219000.0,364300.0,2111.60004,FULL BSMT,1938.0,BRICK,C   ,4.0,1.0,1.0,2013-05-24
SINGLE FAMILY,1402  HADLEY AVE,2013-05-06,125500.0,0.33,6226,17000.0,113500.0,130500.0,1492.0,CRAWL,1952.0,BRICK,C   ,3.0,2.0,0.0,2013-05-06
SINGLE FAMILY,1402  HARWOOD DR,2014-10-10,217000.0,0.57,3626,33800.0,92300.0,128300.0,1005.0,CRAWL,1955.0,BRICK,C   ,3.0,1.0,0.0,2014-10-10
SINGLE FAMILY,1402  HOLLY ST,2014-04-22,308000.0,0.18,2326,85000.0,194000.0,287400.0,1447.0,CRAWL,2007.0,FRAME,B   ,3.0,2.0,0.0,2014-04-22
SINGLE FAMILY,1402  MOHAWK TRL,2014-11-05,102900.0,0.17,6926,18000.0,70700.0,88700.0,1110.0,CRAWL,1988.0,FRAME,C   ,3.0,2.0,0.0,2014-11-05
